CVE,Risk,Host,Port,Name,Synopsis,Solution,See Also
CVE-2012-1675,High,,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
CVE-1999-0517,High,172.16.2.237,161,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",
,Critical,,1521,Oracle Database Unsupported Version Detection,"The remote host is running an unsupported version of a database
server.",Upgrade to a version of Oracle Database that is currently supported.,http://www.nessus.org/u?ccd068d1
CVE-2012-1675,High,,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
,Critical,172.16.2.238,1521,Oracle Database Unsupported Version Detection,"The remote host is running an unsupported version of a database
server.",Upgrade to a version of Oracle Database that is currently supported.,http://www.nessus.org/u?ccd068d1
CVE-2012-1675,High,,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
CVE-1999-0517,High,172.16.2.24,161,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",
,Critical,,1521,Oracle Database Unsupported Version Detection,"The remote host is running an unsupported version of a database
server.",Upgrade to a version of Oracle Database that is currently supported.,http://www.nessus.org/u?ccd068d1
CVE-2012-1675,High,,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
CVE-1999-0517,High,172.16.2.240,161,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",
,Critical,,1521,Oracle Database Unsupported Version Detection,"The remote host is running an unsupported version of a database
server.",Upgrade to a version of Oracle Database that is currently supported.,http://www.nessus.org/u?ccd068d1
CVE-2012-1675,High,,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
CVE-1999-0517,High,172.16.2.241,161,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",
,Critical,,1521,Oracle Database Unsupported Version Detection,"The remote host is running an unsupported version of a database
server.",Upgrade to a version of Oracle Database that is currently supported.,http://www.nessus.org/u?ccd068d1
CVE-2012-1675,High,,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
CVE-1999-0517,High,172.16.2.25,161,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",
,Critical,,1521,Oracle Database Unsupported Version Detection,"The remote host is running an unsupported version of a database
server.",Upgrade to a version of Oracle Database that is currently supported.,http://www.nessus.org/u?ccd068d1
CVE-2012-1675,High,,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
CVE-1999-0517,High,172.16.2.26,161,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",
,Critical,,1521,Oracle Database Unsupported Version Detection,"The remote host is running an unsupported version of a database
server.",Upgrade to a version of Oracle Database that is currently supported.,http://www.nessus.org/u?ccd068d1
CVE-2012-1675,High,,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
CVE-1999-0517,High,172.16.2.27,161,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",
,Critical,,1521,Oracle Database Unsupported Version Detection,"The remote host is running an unsupported version of a database
server.",Upgrade to a version of Oracle Database that is currently supported.,http://www.nessus.org/u?ccd068d1
CVE-2012-1675,High,,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
CVE-1999-0517,High,172.16.2.28,161,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",
,Critical,,1521,Oracle Database Unsupported Version Detection,"The remote host is running an unsupported version of a database
server.",Upgrade to a version of Oracle Database that is currently supported.,http://www.nessus.org/u?ccd068d1
CVE-2012-1675,High,,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
CVE-1999-0517,High,172.16.2.29,161,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",
,Critical,,1521,Oracle Database Unsupported Version Detection,"The remote host is running an unsupported version of a database
server.",Upgrade to a version of Oracle Database that is currently supported.,http://www.nessus.org/u?ccd068d1
CVE-2012-1675,High,,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
,Critical,172.16.2.32,5000,SSL Version 2 and 3 Protocol Detection,"The remote service encrypts traffic using a protocol with known
weaknesses.","Consult the application's documentation to disable SSL 2.0 and 3.0.
Use TLS 1.2 (with approved cipher suites) or higher instead.","https://www.schneier.com/academic/paperfiles/paper-ssl.pdf
http://www.nessus.org/u?b06c7e95
http://www.nessus.org/u?247c4540
https://www.openssl.org/~bodo/ssl-poodle.pdf
http://www.nessus.org/u?5d15ba70
https://www.imperialviolet.org/2014/10/14/poodle.html
https://tools.ietf.org/html/rfc7507
https://tools.ietf.org/html/rfc7568"
CVE-2016-2183,High,,5000,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
,Critical,172.16.2.33,5000,SSL Version 2 and 3 Protocol Detection,"The remote service encrypts traffic using a protocol with known
weaknesses.","Consult the application's documentation to disable SSL 2.0 and 3.0.
Use TLS 1.2 (with approved cipher suites) or higher instead.","https://www.schneier.com/academic/paperfiles/paper-ssl.pdf
http://www.nessus.org/u?b06c7e95
http://www.nessus.org/u?247c4540
https://www.openssl.org/~bodo/ssl-poodle.pdf
http://www.nessus.org/u?5d15ba70
https://www.imperialviolet.org/2014/10/14/poodle.html
https://tools.ietf.org/html/rfc7507
https://tools.ietf.org/html/rfc7568"
CVE-2016-2183,High,,5000,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
,Critical,172.16.2.34,1521,Oracle Database Unsupported Version Detection,"The remote host is running an unsupported version of a database
server.",Upgrade to a version of Oracle Database that is currently supported.,http://www.nessus.org/u?ccd068d1
CVE-2012-1675,High,,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
,Critical,172.16.2.35,5000,SSL Version 2 and 3 Protocol Detection,"The remote service encrypts traffic using a protocol with known
weaknesses.","Consult the application's documentation to disable SSL 2.0 and 3.0.
Use TLS 1.2 (with approved cipher suites) or higher instead.","https://www.schneier.com/academic/paperfiles/paper-ssl.pdf
http://www.nessus.org/u?b06c7e95
http://www.nessus.org/u?247c4540
https://www.openssl.org/~bodo/ssl-poodle.pdf
http://www.nessus.org/u?5d15ba70
https://www.imperialviolet.org/2014/10/14/poodle.html
https://tools.ietf.org/html/rfc7507
https://tools.ietf.org/html/rfc7568"
CVE-2016-2183,High,,5000,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
,Critical,,1521,Oracle Database Unsupported Version Detection,"The remote host is running an unsupported version of a database
server.",Upgrade to a version of Oracle Database that is currently supported.,http://www.nessus.org/u?ccd068d1
CVE-2012-1675,High,,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
,Critical,172.16.2.36,5000,SSL Version 2 and 3 Protocol Detection,"The remote service encrypts traffic using a protocol with known
weaknesses.","Consult the application's documentation to disable SSL 2.0 and 3.0.
Use TLS 1.2 (with approved cipher suites) or higher instead.","https://www.schneier.com/academic/paperfiles/paper-ssl.pdf
http://www.nessus.org/u?b06c7e95
http://www.nessus.org/u?247c4540
https://www.openssl.org/~bodo/ssl-poodle.pdf
http://www.nessus.org/u?5d15ba70
https://www.imperialviolet.org/2014/10/14/poodle.html
https://tools.ietf.org/html/rfc7507
https://tools.ietf.org/html/rfc7568"
CVE-2016-2183,High,,5000,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
